merchant_id,Merch_ID_DE42,merchant_name,MCC_Code,merchant_country,merchant_onboard_date,merchant_risk_segment,MCC_Desc
M0000795,MID578303564,MERCHANT_00795,5999,USA,2024-08-27,LOW,Miscellaneous Retail Stores
M0000796,MID939891081,MERCHANT_00796,5814,SGP,2023-04-12,LOW,Fast Food Restaurants
M0000797,MID157819175,MERCHANT_00797,5732,FRA,2023-12-30,HIGH,Electronics Sales
M0000798,MID587391691,MERCHANT_00798,5411,AUS,2024-05-05,LOW,"Grocery Stores, Supermarkets"
M0000799,MID701616614,MERCHANT_00799,5411,GBR,2023-06-15,LOW,"Grocery Stores, Supermarkets"
M0000800,MID212748283,MERCHANT_00800,6011,GBR,2024-08-07,LOW,Automated Cash Disbursements
M0000801,MID972296436,MERCHANT_00801,5411,ARE,2021-03-28,LOW,"Grocery Stores, Supermarkets"
M0000802,MID253127869,MERCHANT_00802,7011,USA,2023-12-02,MEDIUM,"Hotels, Motels, Resorts"
M0000803,MID199943209,MERCHANT_00803,5814,GBR,2021-10-27,LOW,Fast Food Restaurants
M0000804,MID405341803,MERCHANT_00804,7011,FRA,2022-06-14,LOW,"Hotels, Motels, Resorts"
M0000805,MID831246060,MERCHANT_00805,5812,GBR,2024-07-20,LOW,"Eating Places, Restaurants"
M0000806,MID781331178,MERCHANT_00806,5999,USA,2024-12-13,LOW,Miscellaneous Retail Stores
M0000807,MID940040403,MERCHANT_00807,4829,USA,2023-09-10,LOW,Wire Transfer Money Orders
M0000808,MID759678904,MERCHANT_00808,5999,GBR,2021-03-08,LOW,Miscellaneous Retail Stores
M0000809,MID215871774,MERCHANT_00809,5732,DEU,2022-12-22,MEDIUM,Electronics Sales
M0000810,MID351463088,MERCHANT_00810,7011,GBR,2024-06-01,LOW,"Hotels, Motels, Resorts"
M0000811,MID329709065,MERCHANT_00811,5094,GBR,2025-01-16,LOW,"Jewelry, Watches, Silverware"
M0000812,MID983460920,MERCHANT_00812,5814,USA,2022-07-11,LOW,Fast Food Restaurants
M0000813,MID544809711,MERCHANT_00813,5814,ARE,2023-05-13,LOW,Fast Food Restaurants
M0000814,MID629923480,MERCHANT_00814,6051,GBR,2022-06-24,MEDIUM,Non-Financial Institutions - Currency Dealers
M0000815,MID999847810,MERCHANT_00815,5814,DEU,2024-07-20,LOW,Fast Food Restaurants
M0000816,MID489132203,MERCHANT_00816,4829,ARE,2022-09-28,LOW,Wire Transfer Money Orders
M0000817,MID491537870,MERCHANT_00817,5814,GBR,2021-09-15,LOW,Fast Food Restaurants
M0000818,MID972102596,MERCHANT_00818,5732,GBR,2023-06-23,LOW,Electronics Sales
M0000819,MID774399343,MERCHANT_00819,5814,GBR,2023-01-27,LOW,Fast Food Restaurants
M0000820,MID225145531,MERCHANT_00820,5999,IND,2023-10-02,LOW,Miscellaneous Retail Stores
M0000821,MID237490857,MERCHANT_00821,5999,ARE,2021-06-15,MEDIUM,Miscellaneous Retail Stores
M0000822,MID758266600,MERCHANT_00822,6011,FRA,2025-01-01,MEDIUM,Automated Cash Disbursements
M0000823,MID271474990,MERCHANT_00823,5999,IND,2023-07-03,MEDIUM,Miscellaneous Retail Stores
M0000824,MID990619592,MERCHANT_00824,4722,ARE,2023-07-20,LOW,Travel Agencies
M0000825,MID533703746,MERCHANT_00825,5411,USA,2021-11-11,LOW,"Grocery Stores, Supermarkets"
M0000826,MID101930309,MERCHANT_00826,5732,SGP,2024-01-07,MEDIUM,Electronics Sales
M0000827,MID886506379,MERCHANT_00827,5094,GBR,2021-07-05,LOW,"Jewelry, Watches, Silverware"
M0000828,MID227054178,MERCHANT_00828,5411,DEU,2023-07-02,LOW,"Grocery Stores, Supermarkets"
M0000829,MID473728492,MERCHANT_00829,4511,GBR,2024-11-25,LOW,"Airlines, Air Carriers"
M0000830,MID503029071,MERCHANT_00830,5411,GBR,2022-06-26,HIGH,"Grocery Stores, Supermarkets"
M0000831,MID278723808,MERCHANT_00831,5732,USA,2024-12-15,LOW,Electronics Sales
M0000832,MID801936652,MERCHANT_00832,5094,DEU,2023-10-15,LOW,"Jewelry, Watches, Silverware"
M0000833,MID704983952,MERCHANT_00833,5814,GBR,2023-06-26,HIGH,Fast Food Restaurants
M0000834,MID412255795,MERCHANT_00834,5411,DEU,2023-01-22,MEDIUM,"Grocery Stores, Supermarkets"
M0000835,MID188723894,MERCHANT_00835,5814,NGA,2024-11-03,LOW,Fast Food Restaurants
M0000836,MID462480944,MERCHANT_00836,5732,GBR,2021-05-12,LOW,Electronics Sales
M0000837,MID924702821,MERCHANT_00837,4829,GBR,2022-08-07,LOW,Wire Transfer Money Orders
M0000838,MID246851617,MERCHANT_00838,5999,FRA,2024-08-16,MEDIUM,Miscellaneous Retail Stores
M0000839,MID113928128,MERCHANT_00839,4722,GBR,2024-08-04,LOW,Travel Agencies
M0000840,MID272373653,MERCHANT_00840,5812,GBR,2021-10-08,LOW,"Eating Places, Restaurants"
M0000841,MID356257246,MERCHANT_00841,5094,USA,2021-08-16,LOW,"Jewelry, Watches, Silverware"
M0000842,MID994355563,MERCHANT_00842,4722,IND,2024-02-06,MEDIUM,Travel Agencies
M0000843,MID252184722,MERCHANT_00843,4511,GBR,2024-01-29,MEDIUM,"Airlines, Air Carriers"
M0000844,MID293843707,MERCHANT_00844,5732,USA,2023-04-18,LOW,Electronics Sales
M0000845,MID656251507,MERCHANT_00845,4722,GBR,2023-08-02,LOW,Travel Agencies
M0000846,MID772934536,MERCHANT_00846,5814,GBR,2024-06-18,LOW,Fast Food Restaurants
M0000847,MID754041986,MERCHANT_00847,5812,GBR,2021-11-02,LOW,"Eating Places, Restaurants"
M0000848,MID177648001,MERCHANT_00848,5094,USA,2024-05-05,LOW,"Jewelry, Watches, Silverware"
M0000849,MID954054992,MERCHANT_00849,7994,GBR,2022-08-22,LOW,Video Game Arcades
M0000850,MID169456394,MERCHANT_00850,4511,IND,2024-09-17,LOW,"Airlines, Air Carriers"
M0000851,MID410786042,MERCHANT_00851,5812,IND,2021-08-07,LOW,"Eating Places, Restaurants"
M0000852,MID769460780,MERCHANT_00852,4722,IND,2023-09-27,LOW,Travel Agencies
M0000853,MID611049824,MERCHANT_00853,4829,GBR,2022-03-21,LOW,Wire Transfer Money Orders
M0000854,MID694794662,MERCHANT_00854,7011,NGA,2024-08-17,LOW,"Hotels, Motels, Resorts"
M0000855,MID872746195,MERCHANT_00855,5999,ESP,2023-02-03,LOW,Miscellaneous Retail Stores
M0000856,MID346429373,MERCHANT_00856,5094,USA,2023-03-23,MEDIUM,"Jewelry, Watches, Silverware"
M0000857,MID861936757,MERCHANT_00857,7994,USA,2022-11-08,MEDIUM,Video Game Arcades
M0000858,MID460315707,MERCHANT_00858,5812,USA,2021-09-23,LOW,"Eating Places, Restaurants"
M0000859,MID970304466,MERCHANT_00859,5814,USA,2023-06-29,LOW,Fast Food Restaurants
M0000860,MID957768805,MERCHANT_00860,5732,USA,2021-09-11,LOW,Electronics Sales
M0000861,MID347534093,MERCHANT_00861,5732,USA,2022-08-05,HIGH,Electronics Sales
M0000862,MID220158811,MERCHANT_00862,7994,IND,2021-07-15,LOW,Video Game Arcades
M0000863,MID222118390,MERCHANT_00863,5945,USA,2024-09-15,LOW,"Hobby, Toy, and Game Shops"
M0000864,MID100034413,MERCHANT_00864,5814,GBR,2023-04-18,LOW,Fast Food Restaurants
M0000865,MID262954196,MERCHANT_00865,5732,IND,2024-04-25,HIGH,Electronics Sales
M0000866,MID512704456,MERCHANT_00866,4722,GBR,2025-01-08,LOW,Travel Agencies
M0000867,MID816595314,MERCHANT_00867,4829,GBR,2024-06-01,LOW,Wire Transfer Money Orders
M0000868,MID876808837,MERCHANT_00868,6051,USA,2023-02-24,LOW,Non-Financial Institutions - Currency Dealers
M0000869,MID646052460,MERCHANT_00869,5411,IND,2022-12-14,LOW,"Grocery Stores, Supermarkets"
M0000870,MID337071281,MERCHANT_00870,5999,GBR,2023-05-27,LOW,Miscellaneous Retail Stores
M0000871,MID232702199,MERCHANT_00871,5094,SGP,2022-01-10,LOW,"Jewelry, Watches, Silverware"
M0000872,MID125808323,MERCHANT_00872,5812,BRA,2021-03-23,LOW,"Eating Places, Restaurants"
M0000873,MID505162769,MERCHANT_00873,5812,GBR,2024-08-11,LOW,"Eating Places, Restaurants"
M0000874,MID961556675,MERCHANT_00874,5094,BRA,2023-04-27,MEDIUM,"Jewelry, Watches, Silverware"
M0000875,MID131712854,MERCHANT_00875,5814,GBR,2021-09-13,LOW,Fast Food Restaurants
M0000876,MID889309803,MERCHANT_00876,5999,FRA,2022-04-12,LOW,Miscellaneous Retail Stores
M0000877,MID842307138,MERCHANT_00877,6051,GBR,2023-05-31,LOW,Non-Financial Institutions - Currency Dealers
M0000878,MID336354563,MERCHANT_00878,5814,USA,2021-04-01,MEDIUM,Fast Food Restaurants
M0000879,MID407143550,MERCHANT_00879,4511,DEU,2021-06-21,MEDIUM,"Airlines, Air Carriers"
M0000880,MID285495730,MERCHANT_00880,6051,USA,2022-06-07,LOW,Non-Financial Institutions - Currency Dealers
M0000881,MID375704960,MERCHANT_00881,5945,GBR,2024-10-06,MEDIUM,"Hobby, Toy, and Game Shops"
M0000882,MID217364099,MERCHANT_00882,7011,NGA,2021-09-25,LOW,"Hotels, Motels, Resorts"
M0000883,MID114061235,MERCHANT_00883,7994,USA,2021-12-13,HIGH,Video Game Arcades
M0000884,MID712534611,MERCHANT_00884,5411,IND,2021-04-24,LOW,"Grocery Stores, Supermarkets"
M0000885,MID581327376,MERCHANT_00885,5411,FRA,2024-04-19,LOW,"Grocery Stores, Supermarkets"
M0000886,MID225013445,MERCHANT_00886,4722,USA,2021-10-22,LOW,Travel Agencies
M0000887,MID733688708,MERCHANT_00887,5732,GBR,2023-09-03,LOW,Electronics Sales
M0000888,MID292430834,MERCHANT_00888,5814,ARE,2022-04-05,LOW,Fast Food Restaurants
M0000889,MID852181810,MERCHANT_00889,5945,GBR,2024-10-20,LOW,"Hobby, Toy, and Game Shops"
M0000890,MID204977011,MERCHANT_00890,6051,IND,2023-09-14,LOW,Non-Financial Institutions - Currency Dealers
M0000891,MID683152079,MERCHANT_00891,5945,USA,2022-08-08,LOW,"Hobby, Toy, and Game Shops"
M0000892,MID455979579,MERCHANT_00892,7994,GBR,2022-08-09,MEDIUM,Video Game Arcades
M0000893,MID528622599,MERCHANT_00893,5999,GBR,2023-12-24,LOW,Miscellaneous Retail Stores
M0000894,MID870082879,MERCHANT_00894,5094,ESP,2021-03-19,HIGH,"Jewelry, Watches, Silverware"
M0000895,MID721562506,MERCHANT_00895,6051,AUS,2025-03-06,LOW,Non-Financial Institutions - Currency Dealers
M0000896,MID574386177,MERCHANT_00896,5999,USA,2023-11-14,LOW,Miscellaneous Retail Stores
M0000897,MID261838636,MERCHANT_00897,4511,FRA,2021-08-18,LOW,"Airlines, Air Carriers"
M0000898,MID575322306,MERCHANT_00898,5411,USA,2024-03-29,HIGH,"Grocery Stores, Supermarkets"
M0000899,MID157130572,MERCHANT_00899,7011,ARE,2024-07-17,LOW,"Hotels, Motels, Resorts"
M0000900,MID112803682,MERCHANT_00900,5732,GBR,2022-02-11,LOW,Electronics Sales
M0000901,MID251186899,MERCHANT_00901,5411,ARE,2021-04-06,MEDIUM,"Grocery Stores, Supermarkets"
M0000902,MID734438574,MERCHANT_00902,5732,NGA,2024-12-11,MEDIUM,Electronics Sales
M0000903,MID352726615,MERCHANT_00903,7994,NGA,2024-12-07,LOW,Video Game Arcades
M0000904,MID102834938,MERCHANT_00904,5411,GBR,2022-05-18,LOW,"Grocery Stores, Supermarkets"
M0000905,MID598426147,MERCHANT_00905,5732,USA,2022-08-01,MEDIUM,Electronics Sales
M0000906,MID690822983,MERCHANT_00906,5814,DEU,2022-09-26,LOW,Fast Food Restaurants
M0000907,MID814289582,MERCHANT_00907,5411,USA,2021-04-07,MEDIUM,"Grocery Stores, Supermarkets"
M0000908,MID478747238,MERCHANT_00908,5411,DEU,2022-10-20,MEDIUM,"Grocery Stores, Supermarkets"
M0000909,MID654068057,MERCHANT_00909,5999,USA,2024-12-07,LOW,Miscellaneous Retail Stores
M0000910,MID904979708,MERCHANT_00910,5411,GBR,2023-08-30,LOW,"Grocery Stores, Supermarkets"
M0000911,MID986880088,MERCHANT_00911,5812,GBR,2023-04-13,LOW,"Eating Places, Restaurants"
M0000912,MID588375239,MERCHANT_00912,5411,BRA,2025-01-04,MEDIUM,"Grocery Stores, Supermarkets"
M0000913,MID492255140,MERCHANT_00913,5411,USA,2022-02-06,LOW,"Grocery Stores, Supermarkets"
M0000914,MID786080945,MERCHANT_00914,5732,USA,2022-10-02,LOW,Electronics Sales
M0000915,MID837195599,MERCHANT_00915,4829,DEU,2022-05-22,LOW,Wire Transfer Money Orders
M0000916,MID959309745,MERCHANT_00916,7994,ESP,2024-02-10,LOW,Video Game Arcades
M0000917,MID324611020,MERCHANT_00917,5814,USA,2023-03-25,MEDIUM,Fast Food Restaurants
M0000918,MID308475929,MERCHANT_00918,5814,GBR,2023-03-16,LOW,Fast Food Restaurants
M0000919,MID183430473,MERCHANT_00919,5814,GBR,2024-02-01,LOW,Fast Food Restaurants
M0000920,MID426739519,MERCHANT_00920,5812,BRA,2022-07-31,LOW,"Eating Places, Restaurants"
M0000921,MID836380828,MERCHANT_00921,5999,IND,2023-05-12,LOW,Miscellaneous Retail Stores
M0000922,MID215465841,MERCHANT_00922,4511,USA,2024-04-30,MEDIUM,"Airlines, Air Carriers"
M0000923,MID984122201,MERCHANT_00923,5094,USA,2021-08-12,LOW,"Jewelry, Watches, Silverware"
M0000924,MID921578137,MERCHANT_00924,6011,AUS,2024-09-03,LOW,Automated Cash Disbursements
M0000925,MID452625933,MERCHANT_00925,5999,GBR,2024-05-16,LOW,Miscellaneous Retail Stores
M0000926,MID422885498,MERCHANT_00926,5812,CAN,2024-02-06,LOW,"Eating Places, Restaurants"
M0000927,MID564563620,MERCHANT_00927,5411,USA,2024-06-25,LOW,"Grocery Stores, Supermarkets"
M0000928,MID110376596,MERCHANT_00928,5814,USA,2022-09-03,MEDIUM,Fast Food Restaurants
M0000929,MID332355345,MERCHANT_00929,5999,IND,2025-02-20,LOW,Miscellaneous Retail Stores
M0000930,MID613242783,MERCHANT_00930,5814,CAN,2022-04-18,MEDIUM,Fast Food Restaurants
M0000931,MID560414742,MERCHANT_00931,4722,USA,2022-07-08,LOW,Travel Agencies
M0000932,MID163749139,MERCHANT_00932,5732,AUS,2024-12-20,LOW,Electronics Sales
M0000933,MID188374225,MERCHANT_00933,5094,USA,2022-10-15,LOW,"Jewelry, Watches, Silverware"
M0000934,MID759691223,MERCHANT_00934,4511,GBR,2024-02-06,LOW,"Airlines, Air Carriers"
M0000935,MID457305011,MERCHANT_00935,7994,USA,2022-08-18,LOW,Video Game Arcades
M0000936,MID644166723,MERCHANT_00936,5945,USA,2021-06-09,LOW,"Hobby, Toy, and Game Shops"
M0000937,MID155261616,MERCHANT_00937,5812,BRA,2022-07-27,HIGH,"Eating Places, Restaurants"
M0000938,MID974158531,MERCHANT_00938,5094,IND,2024-08-02,LOW,"Jewelry, Watches, Silverware"
M0000939,MID287440687,MERCHANT_00939,5814,USA,2023-05-03,LOW,Fast Food Restaurants
M0000940,MID463725263,MERCHANT_00940,5411,FRA,2021-07-26,LOW,"Grocery Stores, Supermarkets"
M0000941,MID904740092,MERCHANT_00941,5094,ARE,2023-02-03,LOW,"Jewelry, Watches, Silverware"
M0000942,MID647704869,MERCHANT_00942,5411,USA,2025-03-13,LOW,"Grocery Stores, Supermarkets"
M0000943,MID206504455,MERCHANT_00943,4829,CAN,2021-09-28,LOW,Wire Transfer Money Orders
M0000944,MID502964311,MERCHANT_00944,4722,USA,2023-01-05,LOW,Travel Agencies
M0000945,MID633280824,MERCHANT_00945,5411,USA,2023-08-28,LOW,"Grocery Stores, Supermarkets"
M0000946,MID508649924,MERCHANT_00946,5814,IND,2021-10-19,MEDIUM,Fast Food Restaurants
M0000947,MID388922897,MERCHANT_00947,4722,GBR,2023-11-05,MEDIUM,Travel Agencies
M0000948,MID660472151,MERCHANT_00948,7994,DEU,2021-06-06,LOW,Video Game Arcades
M0000949,MID296295095,MERCHANT_00949,5814,GBR,2022-10-01,LOW,Fast Food Restaurants
M0000950,MID461340007,MERCHANT_00950,5732,FRA,2023-06-10,MEDIUM,Electronics Sales
M0000951,MID706684473,MERCHANT_00951,5812,GBR,2024-08-22,LOW,"Eating Places, Restaurants"
M0000952,MID523642166,MERCHANT_00952,5411,FRA,2021-05-07,LOW,"Grocery Stores, Supermarkets"
M0000953,MID981346409,MERCHANT_00953,5999,BRA,2021-06-05,LOW,Miscellaneous Retail Stores
M0000954,MID339556111,MERCHANT_00954,5999,USA,2021-04-22,HIGH,Miscellaneous Retail Stores
M0000955,MID376847000,MERCHANT_00955,5945,FRA,2024-05-27,HIGH,"Hobby, Toy, and Game Shops"
M0000956,MID110103743,MERCHANT_00956,5999,GBR,2024-04-18,MEDIUM,Miscellaneous Retail Stores
M0000957,MID260363907,MERCHANT_00957,5814,USA,2021-10-08,LOW,Fast Food Restaurants
M0000958,MID200531961,MERCHANT_00958,4511,IND,2025-01-10,LOW,"Airlines, Air Carriers"
M0000959,MID129137220,MERCHANT_00959,4829,SGP,2024-09-19,LOW,Wire Transfer Money Orders
M0000960,MID114947955,MERCHANT_00960,5945,USA,2022-05-26,LOW,"Hobby, Toy, and Game Shops"
M0000961,MID212846500,MERCHANT_00961,5812,GBR,2022-03-21,LOW,"Eating Places, Restaurants"
M0000962,MID361757636,MERCHANT_00962,6051,NGA,2023-07-17,LOW,Non-Financial Institutions - Currency Dealers
M0000963,MID118561059,MERCHANT_00963,5999,USA,2021-10-24,LOW,Miscellaneous Retail Stores
M0000964,MID650137792,MERCHANT_00964,4722,DEU,2022-07-13,MEDIUM,Travel Agencies
M0000965,MID442929111,MERCHANT_00965,5812,ARE,2024-05-25,HIGH,"Eating Places, Restaurants"
M0000966,MID813280502,MERCHANT_00966,5814,ESP,2025-02-17,LOW,Fast Food Restaurants
M0000967,MID880464959,MERCHANT_00967,5732,GBR,2023-11-02,LOW,Electronics Sales
M0000968,MID738725990,MERCHANT_00968,7994,GBR,2024-10-12,LOW,Video Game Arcades
M0000969,MID932258390,MERCHANT_00969,6051,NGA,2021-05-07,LOW,Non-Financial Institutions - Currency Dealers
M0000970,MID777032266,MERCHANT_00970,5814,NGA,2022-12-19,LOW,Fast Food Restaurants
M0000971,MID654803530,MERCHANT_00971,5999,GBR,2021-08-31,LOW,Miscellaneous Retail Stores
M0000972,MID984494117,MERCHANT_00972,5999,CAN,2024-02-09,LOW,Miscellaneous Retail Stores
M0000973,MID158115278,MERCHANT_00973,5814,GBR,2021-04-15,LOW,Fast Food Restaurants
M0000974,MID634166767,MERCHANT_00974,5814,IND,2023-07-19,LOW,Fast Food Restaurants
M0000975,MID296623850,MERCHANT_00975,6051,AUS,2022-04-24,LOW,Non-Financial Institutions - Currency Dealers
M0000976,MID377996318,MERCHANT_00976,4722,GBR,2023-06-02,LOW,Travel Agencies
M0000977,MID654740832,MERCHANT_00977,5094,GBR,2024-10-08,HIGH,"Jewelry, Watches, Silverware"
M0000978,MID642296930,MERCHANT_00978,5411,USA,2022-09-09,MEDIUM,"Grocery Stores, Supermarkets"
M0000979,MID583304592,MERCHANT_00979,5732,ARE,2023-03-26,LOW,Electronics Sales
M0000980,MID575148340,MERCHANT_00980,7994,GBR,2023-04-14,LOW,Video Game Arcades
M0000981,MID573336803,MERCHANT_00981,5945,GBR,2022-02-26,LOW,"Hobby, Toy, and Game Shops"
M0000982,MID286837411,MERCHANT_00982,5094,GBR,2022-01-09,LOW,"Jewelry, Watches, Silverware"
M0000983,MID557821024,MERCHANT_00983,5812,USA,2024-03-22,MEDIUM,"Eating Places, Restaurants"
M0000984,MID381846299,MERCHANT_00984,5411,ARE,2024-12-03,LOW,"Grocery Stores, Supermarkets"
M0000985,MID523015320,MERCHANT_00985,5411,NGA,2024-08-04,LOW,"Grocery Stores, Supermarkets"
M0000986,MID457002884,MERCHANT_00986,4829,IND,2024-11-14,LOW,Wire Transfer Money Orders
M0000987,MID383798088,MERCHANT_00987,5999,GBR,2021-05-08,MEDIUM,Miscellaneous Retail Stores
M0000988,MID998539984,MERCHANT_00988,5814,GBR,2023-01-18,LOW,Fast Food Restaurants
M0000989,MID624226029,MERCHANT_00989,5814,GBR,2025-03-04,LOW,Fast Food Restaurants
M0000990,MID235118856,MERCHANT_00990,4829,DEU,2021-11-05,LOW,Wire Transfer Money Orders
M0000991,MID347563601,MERCHANT_00991,5814,USA,2024-08-27,LOW,Fast Food Restaurants
M0000992,MID984097531,MERCHANT_00992,5411,CAN,2021-11-19,LOW,"Grocery Stores, Supermarkets"
M0000993,MID818187892,MERCHANT_00993,5812,ESP,2024-10-09,LOW,"Eating Places, Restaurants"
M0000994,MID785415677,MERCHANT_00994,6051,GBR,2024-03-21,LOW,Non-Financial Institutions - Currency Dealers
M0000995,MID377029238,MERCHANT_00995,5094,USA,2021-06-10,LOW,"Jewelry, Watches, Silverware"
M0000996,MID952571942,MERCHANT_00996,5814,USA,2022-02-27,LOW,Fast Food Restaurants
M0000997,MID409704633,MERCHANT_00997,5411,BRA,2022-09-03,LOW,"Grocery Stores, Supermarkets"
M0000998,MID750796752,MERCHANT_00998,7994,CAN,2023-11-07,MEDIUM,Video Game Arcades
M0000999,MID336214302,MERCHANT_00999,5999,SGP,2023-11-12,LOW,Miscellaneous Retail Stores
M0001000,MID483980244,MERCHANT_01000,5812,USA,2022-12-27,LOW,"Eating Places, Restaurants"
M0001001,MID329050771,MERCHANT_01001,4722,USA,2023-10-23,LOW,Travel Agencies
M0001002,MID304080482,MERCHANT_01002,5732,GBR,2024-11-24,LOW,Electronics Sales
M0001003,MID187384016,MERCHANT_01003,5094,USA,2022-10-19,LOW,"Jewelry, Watches, Silverware"
M0001004,MID114170148,MERCHANT_01004,5411,USA,2023-11-03,LOW,"Grocery Stores, Supermarkets"
M0001005,MID392901373,MERCHANT_01005,5411,USA,2024-01-23,LOW,"Grocery Stores, Supermarkets"
M0001006,MID862199093,MERCHANT_01006,5732,CAN,2021-07-16,LOW,Electronics Sales
M0001007,MID148886215,MERCHANT_01007,7011,GBR,2023-02-01,LOW,"Hotels, Motels, Resorts"
M0001008,MID733635469,MERCHANT_01008,6011,ARE,2022-09-16,MEDIUM,Automated Cash Disbursements
M0001009,MID787060720,MERCHANT_01009,4829,GBR,2022-01-20,LOW,Wire Transfer Money Orders
M0001010,MID966320324,MERCHANT_01010,5999,SGP,2023-12-01,LOW,Miscellaneous Retail Stores
M0001011,MID266323243,MERCHANT_01011,5411,GBR,2024-10-28,LOW,"Grocery Stores, Supermarkets"
M0001012,MID731091512,MERCHANT_01012,5999,GBR,2023-10-11,MEDIUM,Miscellaneous Retail Stores
M0001013,MID192691240,MERCHANT_01013,6051,AUS,2021-03-26,LOW,Non-Financial Institutions - Currency Dealers
M0001014,MID816283906,MERCHANT_01014,4829,GBR,2025-01-26,LOW,Wire Transfer Money Orders
M0001015,MID779413396,MERCHANT_01015,5945,IND,2024-11-25,LOW,"Hobby, Toy, and Game Shops"
M0001016,MID777119069,MERCHANT_01016,5999,FRA,2024-04-19,LOW,Miscellaneous Retail Stores
M0001017,MID635924627,MERCHANT_01017,4722,AUS,2024-09-16,LOW,Travel Agencies
M0001018,MID477669172,MERCHANT_01018,5999,ESP,2022-07-16,MEDIUM,Miscellaneous Retail Stores
M0001019,MID885637810,MERCHANT_01019,7994,GBR,2021-09-20,MEDIUM,Video Game Arcades
M0001020,MID585287137,MERCHANT_01020,5945,IND,2024-07-21,LOW,"Hobby, Toy, and Game Shops"
M0001021,MID471958107,MERCHANT_01021,5812,USA,2023-07-23,LOW,"Eating Places, Restaurants"
M0001022,MID824248055,MERCHANT_01022,5411,USA,2024-11-14,LOW,"Grocery Stores, Supermarkets"
M0001023,MID559121011,MERCHANT_01023,7994,FRA,2025-03-09,LOW,Video Game Arcades
M0001024,MID225832973,MERCHANT_01024,5411,USA,2023-01-12,MEDIUM,"Grocery Stores, Supermarkets"
M0001025,MID812651202,MERCHANT_01025,5812,GBR,2024-11-03,LOW,"Eating Places, Restaurants"
M0001026,MID663188846,MERCHANT_01026,4722,ARE,2023-04-19,LOW,Travel Agencies
M0001027,MID218840621,MERCHANT_01027,5732,USA,2022-07-18,LOW,Electronics Sales
M0001028,MID703232045,MERCHANT_01028,4511,BRA,2025-01-29,MEDIUM,"Airlines, Air Carriers"
M0001029,MID145673496,MERCHANT_01029,5411,USA,2023-05-22,LOW,"Grocery Stores, Supermarkets"
M0001030,MID978504971,MERCHANT_01030,6011,USA,2021-05-22,LOW,Automated Cash Disbursements
M0001031,MID657098025,MERCHANT_01031,5812,BRA,2022-02-23,MEDIUM,"Eating Places, Restaurants"
M0001032,MID400496632,MERCHANT_01032,5411,FRA,2022-03-06,LOW,"Grocery Stores, Supermarkets"
M0001033,MID933955908,MERCHANT_01033,5732,GBR,2024-12-06,LOW,Electronics Sales
M0001034,MID167440410,MERCHANT_01034,5814,USA,2022-09-01,LOW,Fast Food Restaurants
M0001035,MID834909828,MERCHANT_01035,5999,USA,2021-08-13,HIGH,Miscellaneous Retail Stores
M0001036,MID560321602,MERCHANT_01036,4511,CAN,2023-04-04,MEDIUM,"Airlines, Air Carriers"
M0001037,MID635764735,MERCHANT_01037,5732,IND,2022-09-04,LOW,Electronics Sales
M0001038,MID276157931,MERCHANT_01038,5732,IND,2022-09-27,LOW,Electronics Sales
M0001039,MID601260373,MERCHANT_01039,5999,CAN,2022-04-14,LOW,Miscellaneous Retail Stores
M0001040,MID502795691,MERCHANT_01040,5814,GBR,2023-07-03,LOW,Fast Food Restaurants
M0001041,MID627439292,MERCHANT_01041,4722,IND,2021-07-01,MEDIUM,Travel Agencies
M0001042,MID592488489,MERCHANT_01042,5411,USA,2024-04-23,LOW,"Grocery Stores, Supermarkets"
M0001043,MID878146671,MERCHANT_01043,7994,SGP,2023-07-30,LOW,Video Game Arcades
M0001044,MID645180341,MERCHANT_01044,5814,CAN,2022-06-08,LOW,Fast Food Restaurants
M0001045,MID843673309,MERCHANT_01045,5945,GBR,2021-10-04,LOW,"Hobby, Toy, and Game Shops"
M0001046,MID762561418,MERCHANT_01046,5094,ARE,2021-05-05,MEDIUM,"Jewelry, Watches, Silverware"
M0001047,MID204911339,MERCHANT_01047,5999,GBR,2023-10-11,LOW,Miscellaneous Retail Stores
M0001048,MID318034085,MERCHANT_01048,5814,IND,2023-05-11,LOW,Fast Food Restaurants
M0001049,MID895272123,MERCHANT_01049,5411,AUS,2021-12-20,MEDIUM,"Grocery Stores, Supermarkets"
M0001050,MID113738849,MERCHANT_01050,5945,IND,2021-06-03,LOW,"Hobby, Toy, and Game Shops"
M0001051,MID856667037,MERCHANT_01051,5945,ESP,2022-12-25,LOW,"Hobby, Toy, and Game Shops"
M0001052,MID659429675,MERCHANT_01052,5812,USA,2023-10-29,LOW,"Eating Places, Restaurants"
M0001053,MID120870917,MERCHANT_01053,5812,FRA,2023-12-28,LOW,"Eating Places, Restaurants"
M0001054,MID385222892,MERCHANT_01054,6051,USA,2024-02-18,LOW,Non-Financial Institutions - Currency Dealers
M0001055,MID583058446,MERCHANT_01055,5411,DEU,2022-02-28,LOW,"Grocery Stores, Supermarkets"
M0001056,MID289215076,MERCHANT_01056,5945,IND,2021-08-02,LOW,"Hobby, Toy, and Game Shops"
M0001057,MID974324656,MERCHANT_01057,5411,GBR,2021-04-15,LOW,"Grocery Stores, Supermarkets"
M0001058,MID908065877,MERCHANT_01058,5411,CAN,2022-09-27,LOW,"Grocery Stores, Supermarkets"
