cardholder_id,historical_txn_count,historical_fraud_count,historical_chargebacks,historical_failed_auths,avg_historical_amount,std_historical_amount,p95_historical_amount,usual_online_rate,usual_international_rate,usual_contactless_rate,distinct_merchants_180d,distinct_countries_180d,top_mcc,top_country,days_since_last_historical_txn,historical_fraud_rate,historical_failed_auth_rate,historical_chargeback_rate,distinct_devices_180d,distinct_ip_hashes_180d,distinct_ip_countries_180d,avg_historical_device_risk,avg_historical_ip_risk,risky_ip_event_rate_180d,failed_login_events_180d
CH0006658,32,0,0,2,58.75,48.23256890552075,162.428,0.125,0.875,0.375,32,11,5411,USA,1,0.0,0.0625,0.0,1,11,11,26.065625,19.475,0.0,5
CH0006659,27,1,3,2,128.0062962962963,77.78367923276551,257.517,0.1111111111111111,0.8148148148148148,0.2592592592592592,25,10,5945,GBR,1,0.037037037037037,0.074074074074074,0.1111111111111111,2,11,10,24.807407407407407,19.37037037037037,0.0,8
CH0006660,28,1,0,1,196.5417857142857,117.56726528699856,432.4389999999999,0.3214285714285714,0.75,0.4642857142857143,28,10,5814,GBR,2,0.0357142857142857,0.0357142857142857,0.0,2,11,10,25.271428571428572,20.175,0.0,3
CH0006661,32,0,0,2,39.6225,37.56427781472626,100.5335,0.28125,0.75,0.40625,32,12,5411,USA,21,0.0,0.0625,0.0,1,11,11,25.634375,22.715625,0.0,5
CH0006662,36,0,0,0,49.81944444444444,35.716850520603174,120.675,0.1666666666666666,0.9166666666666666,0.4722222222222222,36,7,5814,USA,7,0.0,0.0,0.0,1,6,6,26.616666666666667,22.366666666666667,0.0,5
CH0006663,35,0,0,1,140.52714285714285,78.12932467357938,243.854,0.3142857142857143,0.8571428571428571,0.4571428571428571,35,10,5999,GBR,5,0.0,0.0285714285714285,0.0,1,10,10,23.945714285714285,20.191428571428574,0.0,6
CH0006664,41,0,1,3,54.31219512195123,31.54240713009988,98.28,0.8536585365853658,0.8292682926829268,0.4634146341463415,41,9,5814,GBR,1,0.0,0.073170731707317,0.024390243902439,1,9,9,25.01219512195122,19.853658536585368,0.0,5
CH0006665,44,1,0,6,123.7075,103.43729848009598,363.6435000000002,0.3863636363636363,0.5909090909090909,0.3181818181818182,44,8,5945,GBR,5,0.0227272727272727,0.1363636363636363,0.0,2,7,6,23.813636363636363,21.85909090909091,0.0,7
CH0006666,34,0,0,0,58.08088235294117,40.0784863598269,124.226,0.088235294117647,0.8529411764705882,0.3235294117647059,33,9,5411,GBR,0,0.0,0.0,0.0,1,8,8,24.33235294117647,21.150000000000002,0.0,6
CH0006667,28,0,1,1,229.4125,381.4285587748696,631.2259999999997,0.25,0.8214285714285714,0.4642857142857143,28,10,4511,GBR,5,0.0,0.0357142857142857,0.0357142857142857,1,10,10,25.446428571428573,21.45357142857143,0.0,2
CH0006668,29,0,0,3,32.753103448275866,27.881505532142924,88.02399999999999,0.2758620689655172,0.6896551724137931,0.4482758620689655,29,9,5814,GBR,7,0.0,0.1034482758620689,0.0,1,9,9,25.52758620689655,18.675862068965518,0.0,3
CH0006669,34,1,0,2,168.6835294117647,141.5050150065865,427.5724999999994,0.4705882352941176,0.7647058823529411,0.5294117647058824,34,8,5411,GBR,8,0.0294117647058823,0.0588235294117647,0.0,2,9,8,25.438235294117646,21.420588235294115,0.0,10
CH0006670,32,0,0,0,17.1340625,10.49372158202842,36.79999999999999,0.21875,0.8125,0.46875,32,11,5814,GBR,2,0.0,0.0,0.0,1,10,10,24.925,21.078125,0.0,4
CH0006671,18,0,0,1,181.26611111111112,129.98778169454727,385.1574999999999,0.2777777777777778,0.5555555555555556,0.3333333333333333,18,8,5814,GBR,17,0.0,0.0555555555555555,0.0,1,5,5,26.694444444444443,21.516666666666666,0.0,1
CH0006672,33,0,0,1,109.57666666666664,90.88704973986484,242.284,0.4848484848484848,0.9393939393939394,0.2727272727272727,33,9,5814,GBR,1,0.0,0.0303030303030303,0.0,1,8,8,24.848484848484848,20.866666666666667,0.0,5
CH0006673,30,0,0,0,114.714,88.285550487198,239.2945,0.6,0.7,0.3,30,10,5999,GBR,1,0.0,0.0,0.0,1,9,9,24.063333333333333,22.223333333333336,0.0,5
CH0006674,31,0,0,3,132.48806451612904,86.83909036907878,306.995,0.1612903225806451,0.967741935483871,0.2903225806451613,31,11,5814,GBR,0,0.0,0.0967741935483871,0.0,1,9,9,24.30322580645161,21.403225806451612,0.0,6
CH0006675,27,0,0,0,22.185185185185187,21.59334341347073,61.521,0.074074074074074,0.7037037037037037,0.4814814814814814,26,7,5411,GBR,6,0.0,0.0,0.0,1,6,6,25.8962962962963,21.38148148148148,0.0,3
CH0006676,44,0,0,1,293.67,278.4265786647832,752.5605,0.25,0.75,0.3181818181818182,44,12,5411,GBR,0,0.0,0.0227272727272727,0.0,1,10,10,24.504545454545454,21.384090909090908,0.0,6
CH0006677,29,0,0,1,113.94310344827586,68.38936169899569,200.212,0.7241379310344828,0.7241379310344828,0.5172413793103449,29,9,5999,GBR,0,0.0,0.0344827586206896,0.0,1,9,9,27.04137931034483,20.275862068965516,0.0,2
CH0006678,39,0,0,1,139.5928205128205,173.3417651399551,288.4470000000003,0.2564102564102564,0.9230769230769232,0.2564102564102564,38,11,5411,GBR,6,0.0,0.0256410256410256,0.0,1,11,11,25.156410256410258,22.98205128205128,0.0,8
CH0006679,36,0,0,1,46.656666666666666,30.57564231307566,110.9775,0.1388888888888889,0.9444444444444444,0.2777777777777778,36,9,5732,GBR,2,0.0,0.0277777777777777,0.0,1,8,8,25.38611111111111,21.647222222222222,0.0,5
CH0006680,36,0,0,1,112.97305555555556,74.48627032909945,235.2825,0.1666666666666666,0.9166666666666666,0.4444444444444444,36,11,5999,USA,8,0.0,0.0277777777777777,0.0,1,10,10,25.37222222222222,21.62222222222222,0.0,5
CH0006681,30,0,0,1,37.811,44.69749420963876,90.36349999999992,0.4666666666666667,0.8666666666666667,0.5333333333333333,30,10,5812,GBR,3,0.0,0.0333333333333333,0.0,1,8,8,25.086666666666666,22.69333333333333,0.0,4
CH0006682,23,0,0,0,101.47304347826088,65.1753127017489,216.273,0.1739130434782608,0.6956521739130435,0.4347826086956521,23,8,5411,GBR,32,0.0,0.0,0.0,1,7,7,26.082608695652173,23.213043478260868,0.0,4
CH0006683,42,1,1,2,48.40595238095238,43.92926976121699,152.6844999999997,0.5476190476190477,0.9523809523809524,0.1666666666666666,41,9,5999,GBR,14,0.0238095238095238,0.0476190476190476,0.0238095238095238,2,8,7,24.926190476190477,19.814285714285717,0.0,2
CH0006684,33,0,0,0,5253.636666666666,5430.622067008453,14134.743999999986,0.4848484848484848,0.9090909090909092,0.3333333333333333,33,9,5732,GBR,0,0.0,0.0,0.0,1,9,9,25.76060606060606,22.172727272727276,0.0,4
CH0006685,24,0,0,1,158.7525,120.08065902442048,425.2759999999997,0.4166666666666667,0.7916666666666666,0.5,24,10,5411,GBR,5,0.0,0.0416666666666666,0.0,1,9,9,26.004166666666666,22.204166666666666,0.0,4
CH0006686,32,0,0,1,356.385,349.073387671769,1025.599,0.40625,0.9375,0.375,32,9,5814,GBR,11,0.0,0.03125,0.0,1,8,8,24.94375,21.54375,0.0,6
CH0006687,37,0,0,1,83.29027027027027,73.71119594917897,187.2299999999993,0.4594594594594595,0.8648648648648649,0.4054054054054054,37,9,5411,GBR,1,0.0,0.027027027027027,0.0,1,7,7,23.764864864864865,20.11081081081081,0.0,6
CH0006688,32,0,0,1,114.8328125,77.90159869303999,266.5805,0.625,0.78125,0.40625,30,9,5814,GBR,2,0.0,0.03125,0.0,1,9,9,24.653125,20.6,0.0,7
CH0006689,33,0,0,5,215.2433333333333,314.7321054054014,557.6859999999999,0.1212121212121212,0.7272727272727273,0.3939393939393939,33,8,5411,GBR,4,0.0,0.1515151515151515,0.0,1,8,8,25.37272727272727,20.46363636363636,0.0,6
CH0006690,45,1,2,0,35.297333333333334,32.26862544611744,77.37,0.0666666666666666,0.6444444444444445,0.3333333333333333,44,11,5411,GBR,1,0.0222222222222222,0.0,0.0444444444444444,2,11,10,25.09777777777778,22.444444444444443,0.0,4
CH0006691,39,0,0,2,53.13282051282051,40.02502164427687,145.294,0.3333333333333333,0.6923076923076923,0.358974358974359,38,11,5732,GBR,1,0.0,0.0512820512820512,0.0,1,10,10,25.18974358974359,20.04102564102564,0.0,5
CH0006692,38,0,0,1,204.59394736842103,149.22808971394372,514.925,0.2894736842105263,0.868421052631579,0.3684210526315789,38,9,5999,GBR,9,0.0,0.0263157894736842,0.0,1,9,9,25.55,20.05263157894737,0.0,3
CH0006693,41,0,1,2,73.18951219512195,56.88878474493983,187.46,0.4390243902439024,0.975609756097561,0.4390243902439024,40,10,5411,GBR,4,0.0,0.048780487804878,0.024390243902439,1,9,9,25.114634146341466,21.336585365853658,0.0,10
CH0006694,33,0,0,0,57.988181818181815,65.02307602183174,120.0059999999999,0.3333333333333333,0.8787878787878788,0.3636363636363636,33,9,5814,GBR,7,0.0,0.0,0.0,1,8,8,24.651515151515152,20.887878787878787,0.0,11
CH0006695,33,0,0,3,66.34333333333333,40.89821914419584,131.392,0.3636363636363636,0.5151515151515151,0.3333333333333333,33,8,5814,GBR,1,0.0,0.0909090909090909,0.0,1,7,7,24.772727272727273,22.21818181818182,0.0,5
CH0006696,23,0,0,0,30.840869565217396,20.68165280740033,68.216,0.1304347826086956,0.6086956521739131,0.5217391304347826,23,10,5814,GBR,1,0.0,0.0,0.0,1,7,7,24.67391304347826,21.069565217391304,0.0,1
CH0006697,33,1,0,0,23.5569696969697,19.6906523642642,68.22200000000001,0.2727272727272727,0.7878787878787878,0.4242424242424242,33,9,5411,GBR,3,0.0303030303030303,0.0,0.0,2,9,8,24.093939393939394,21.654545454545456,0.0,8
CH0006698,35,0,0,2,22.077428571428573,19.52518619973837,41.82,0.2857142857142857,0.9428571428571428,0.2285714285714285,35,9,5732,GBR,0,0.0,0.0571428571428571,0.0,1,9,9,25.428571428571427,23.402857142857144,0.0,4
CH0006699,22,0,0,0,111.75545454545454,64.74871307618126,249.3775,0.3181818181818182,0.6818181818181818,0.5909090909090909,22,9,5945,GBR,19,0.0,0.0,0.0,1,9,9,26.41818181818182,20.400000000000002,0.0,4
CH0006700,29,0,0,1,168.10241379310347,124.9260068902266,396.1639999999998,0.3103448275862069,0.6206896551724138,0.2758620689655172,29,8,5814,GBR,0,0.0,0.0344827586206896,0.0,1,7,7,25.158620689655173,21.24137931034483,0.0,2
CH0006701,27,1,0,1,537.8796296296297,350.8034731702625,1139.458,0.2222222222222222,0.925925925925926,0.3333333333333333,27,9,5411,GBR,2,0.037037037037037,0.037037037037037,0.0,2,10,9,23.25925925925926,23.066666666666666,0.0,2
CH0006702,38,1,0,2,81.4342105263158,67.36202678113679,212.2925,0.5,0.631578947368421,0.3947368421052631,37,9,5814,GBR,5,0.0263157894736842,0.0526315789473684,0.0,2,10,9,25.310526315789474,19.468421052631577,0.0,5
CH0006703,25,1,1,0,40.78,26.768982828390524,90.89999999999996,0.04,0.8,0.4,25,8,5732,FRA,0,0.04,0.0,0.04,2,7,7,26.151999999999997,22.708000000000002,0.0,4
CH0006704,32,0,0,1,68.1003125,40.320643434796125,154.015,0.40625,0.78125,0.40625,31,6,5999,GBR,0,0.0,0.03125,0.0,1,6,6,23.475,19.18125,0.0,2
CH0006705,48,1,0,2,161.5375,162.36995315400583,369.9225,0.3958333333333333,0.6458333333333334,0.4166666666666667,48,11,5411,GBR,9,0.0208333333333333,0.0416666666666666,0.0,2,12,11,23.631249999999998,22.75,0.0,15
CH0006706,36,0,0,2,181.345,145.8444659315435,486.885,0.4722222222222222,0.7777777777777778,0.3888888888888889,35,10,5411,GBR,5,0.0,0.0555555555555555,0.0,1,9,9,25.241666666666667,21.619444444444444,0.0,3
CH0006707,32,0,0,1,124.16875,89.98113640127312,309.95949999999993,0.125,0.75,0.40625,32,10,5411,GBR,3,0.0,0.03125,0.0,1,10,10,24.4125,20.996875,0.0,6
CH0006708,34,0,0,2,142.72058823529412,103.27304309424858,353.39649999999983,0.3235294117647059,0.6470588235294118,0.3235294117647059,33,10,4511,GBR,0,0.0,0.0588235294117647,0.0,1,10,10,25.055882352941175,21.49705882352941,0.0,3
CH0006709,30,0,0,1,99.20433333333334,64.31188771342643,228.00299999999987,0.4,0.9333333333333332,0.3333333333333333,30,10,4722,GBR,4,0.0,0.0333333333333333,0.0,1,8,8,26.083333333333332,21.10666666666667,0.0,1
CH0006710,21,1,0,1,157.2257142857143,141.80591946641115,468.18,0.1428571428571428,0.9047619047619048,0.3333333333333333,21,9,5094,USA,4,0.0476190476190476,0.0476190476190476,0.0,2,9,9,24.93809523809524,20.295238095238094,0.0,2
CH0006711,20,0,0,2,32.173500000000004,21.86148410115981,63.99250000000002,0.5,0.6,0.1,20,8,5814,GBR,1,0.0,0.1,0.0,1,5,5,27.110000000000003,21.195,0.0,1
CH0006712,24,1,0,0,22.237916666666667,15.375275177224058,49.15049999999997,0.2083333333333333,0.7916666666666666,0.4583333333333333,24,10,5411,USA,2,0.0416666666666666,0.0,0.0,2,10,10,25.445833333333336,23.079166666666666,0.0,4
CH0006713,28,0,0,2,372.6953571428571,305.8376314016135,1061.5804999999998,0.3928571428571428,0.6785714285714286,0.2857142857142857,28,10,5411,GBR,4,0.0,0.0714285714285714,0.0,1,8,8,24.65357142857143,20.678571428571427,0.0,2
CH0006714,28,1,1,2,78.80285714285715,51.719307939652616,171.35249999999996,0.5714285714285714,0.8928571428571429,0.3928571428571428,28,9,5411,GBR,2,0.0357142857142857,0.0714285714285714,0.0357142857142857,2,9,8,26.107142857142858,21.857142857142858,0.0,0
CH0006715,26,0,0,2,80.11461538461539,50.259006773375,162.475,0.3076923076923077,1.0,0.3461538461538461,26,7,5411,GBR,3,0.0,0.0769230769230769,0.0,1,8,8,25.434615384615384,21.388461538461538,0.0,3
CH0006716,24,0,0,1,11.755416666666669,20.2360698150103,23.062499999999996,0.3333333333333333,0.8333333333333334,0.625,24,8,5999,GBR,2,0.0,0.0416666666666666,0.0,1,8,8,25.02916666666667,20.945833333333333,0.0,3
CH0006717,22,1,0,2,263.61136363636365,216.06662866315443,575.2775,0.2727272727272727,0.6818181818181818,0.4545454545454545,21,9,5732,GBR,3,0.0454545454545454,0.0909090909090909,0.0,2,9,8,24.83181818181818,19.763636363636365,0.0,1
CH0006718,48,0,0,1,199.3577083333333,111.72534060334924,410.82249999999993,0.1041666666666666,0.9791666666666666,0.3958333333333333,46,11,5732,GBR,6,0.0,0.0208333333333333,0.0,1,11,11,24.93541666666667,21.222916666666666,0.0,10
CH0006719,23,0,1,3,24.692608695652176,24.08235967323032,46.807,0.4782608695652174,1.0,0.4347826086956521,23,8,5732,GBR,10,0.0,0.1304347826086956,0.0434782608695652,1,9,9,24.573913043478264,20.51304347826087,0.0,3
CH0006720,32,0,1,1,83.6925,77.57453955452635,226.9354999999999,0.6875,0.90625,0.40625,32,11,5411,USA,7,0.0,0.03125,0.03125,1,10,10,24.478125,22.090625,0.0,6
CH0006721,30,1,1,2,105.301,86.41544032493108,295.7065,0.0,0.6666666666666666,0.3333333333333333,30,10,5814,USA,4,0.0333333333333333,0.0666666666666666,0.0333333333333333,2,8,8,25.446666666666665,21.783333333333335,0.0,4
CH0006722,32,0,1,1,23.82375,17.39497049112463,54.878999999999984,0.1875,0.78125,0.25,32,8,5411,GBR,3,0.0,0.03125,0.03125,1,8,8,24.809375,21.378125,0.0,5
CH0006723,35,1,0,2,137.76714285714286,86.43404491870321,313.55099999999976,0.4285714285714285,0.8285714285714286,0.5142857142857142,35,11,5411,GBR,2,0.0285714285714285,0.0571428571428571,0.0,2,10,10,24.877142857142857,21.779999999999998,0.0,2
CH0006724,38,0,1,2,144.34684210526316,92.91222181570708,313.96849999999995,0.1052631578947368,0.7631578947368421,0.4473684210526316,37,9,5732,GBR,14,0.0,0.0526315789473684,0.0263157894736842,1,8,8,24.568421052631578,21.61315789473684,0.0,6
CH0006725,37,1,1,2,125.38756756756756,91.64755877834406,270.1819999999999,0.4324324324324324,0.6756756756756757,0.4054054054054054,36,11,5411,GBR,5,0.027027027027027,0.054054054054054,0.027027027027027,2,11,11,24.564864864864866,20.29189189189189,0.0,5
CH0006726,37,0,0,0,21.486756756756755,17.93321995844801,64.062,0.5135135135135135,0.8918918918918919,0.4594594594594595,36,9,5411,GBR,0,0.0,0.0,0.0,1,8,8,24.424324324324324,21.8972972972973,0.0,5
CH0006727,29,0,0,1,43.9251724137931,27.93550552109648,95.84999999999998,0.1034482758620689,0.8620689655172413,0.3793103448275862,29,11,5732,USA,6,0.0,0.0344827586206896,0.0,1,8,8,25.33103448275862,19.010344827586206,0.0,1
CH0006728,34,0,1,1,103.06529411764706,88.61848833146104,308.22,0.6764705882352942,0.6764705882352942,0.3823529411764705,34,10,5411,GBR,6,0.0,0.0294117647058823,0.0294117647058823,1,9,9,25.09705882352941,21.023529411764706,0.0,3
CH0006729,40,0,0,1,87.612,73.28150080340878,234.7009999999999,0.45,0.7,0.375,40,10,5732,GBR,5,0.0,0.025,0.0,1,8,8,25.357499999999998,20.155,0.0,14
CH0006730,31,0,0,1,74.75870967741936,57.08332212604866,205.46,0.0967741935483871,0.8064516129032258,0.2580645161290322,29,11,5999,USA,14,0.0,0.032258064516129,0.0,1,11,11,25.86774193548387,21.648387096774194,0.0,5
CH0006731,31,0,0,1,65.30516129032259,59.76178427004824,122.16,0.1290322580645161,0.7741935483870968,0.2903225806451613,30,8,5411,GBR,1,0.0,0.032258064516129,0.0,1,7,7,25.719354838709677,19.374193548387098,0.0,7
CH0006732,33,1,0,0,19.503939393939397,10.090705172147883,33.632,0.2121212121212121,0.9393939393939394,0.303030303030303,33,10,5814,GBR,2,0.0303030303030303,0.0,0.0,2,11,10,24.021212121212123,20.275757575757577,0.0,1
CH0006733,27,0,0,0,159.84962962962962,189.9505455776376,524.6549999999997,0.1851851851851851,0.8518518518518519,0.2592592592592592,26,10,5814,GBR,1,0.0,0.0,0.0,1,8,8,25.17037037037037,23.237037037037037,0.0,3
CH0006734,33,0,0,0,178.69272727272727,175.61534007726817,342.08199999999994,0.2424242424242424,1.0,0.3939393939393939,33,9,5732,GBR,15,0.0,0.0,0.0,1,9,9,25.242424242424242,22.363636363636363,0.0,4
CH0006735,22,0,0,2,130.94590909090908,95.82848719800396,319.32249999999993,0.3181818181818182,1.0,0.2727272727272727,22,4,5411,GBR,0,0.0,0.0909090909090909,0.0,1,5,5,22.713636363636365,21.76818181818182,0.0,6
CH0006736,37,1,1,2,154.74729729729728,120.1761311494427,376.0819999999995,0.1351351351351351,0.972972972972973,0.3243243243243243,37,10,5999,GBR,20,0.027027027027027,0.054054054054054,0.027027027027027,2,10,9,26.60810810810811,21.645945945945947,0.0,4
CH0006737,29,0,1,2,91.69448275862068,82.57853658298379,226.534,0.4137931034482758,0.7241379310344828,0.2068965517241379,29,10,5999,GBR,1,0.0,0.0689655172413793,0.0344827586206896,1,10,10,24.97241379310345,20.42758620689655,0.0,5
CH0006738,31,0,0,0,50.69451612903226,32.738144198952355,118.0,0.2903225806451613,0.6129032258064516,0.4516129032258064,31,8,5814,GBR,0,0.0,0.0,0.0,1,8,8,24.677419354838708,19.53548387096774,0.0,4
CH0006739,34,1,0,0,50.646470588235296,51.96505765866912,126.20149999999994,0.3235294117647059,1.0,0.4117647058823529,34,9,5945,GBR,2,0.0294117647058823,0.0,0.0,2,10,10,25.473529411764705,22.88235294117647,0.0,7
CH0006740,37,0,0,0,314.2048648648649,261.8697291659604,783.8759999999994,0.1351351351351351,0.8378378378378378,0.2432432432432432,36,8,5945,GBR,14,0.0,0.0,0.0,1,8,8,23.808108108108108,21.94324324324324,0.0,8
CH0006741,20,0,0,0,81.14,48.172089975748186,154.544,0.25,0.8,0.6,20,7,5732,GBR,1,0.0,0.0,0.0,1,7,7,23.46,19.64,0.0,1
CH0006742,35,0,0,0,20.31542857142857,16.352527119478424,55.50499999999998,0.2285714285714285,0.8285714285714286,0.4285714285714285,35,10,5411,GBR,3,0.0,0.0,0.0,1,9,9,26.25142857142857,21.822857142857142,0.0,8
CH0006743,36,0,0,2,90.35138888888888,76.42657231067432,216.4,0.1111111111111111,0.7777777777777778,0.3888888888888889,36,8,5814,GBR,14,0.0,0.0555555555555555,0.0,1,8,8,25.6,21.433333333333334,0.0,4
CH0006744,33,0,0,1,15.76848484848485,9.207355456784308,31.921999999999997,0.2424242424242424,0.7878787878787878,0.4545454545454545,32,11,5999,USA,26,0.0,0.0303030303030303,0.0,1,10,10,25.75151515151515,21.745454545454546,0.0,1
CH0006745,37,1,0,1,89.73270270270271,106.16019254589445,220.18799999999945,0.081081081081081,0.6756756756756757,0.2432432432432432,36,8,5411,USA,27,0.027027027027027,0.027027027027027,0.0,2,9,8,24.883783783783784,21.427027027027027,0.0,5
CH0006746,22,0,0,0,124.21318181818182,80.4097062007983,275.628,0.3181818181818182,0.7727272727272727,0.5454545454545454,22,9,5814,GBR,1,0.0,0.0,0.0,1,9,9,24.477272727272727,21.38181818181818,0.0,4
CH0006747,29,1,0,3,51.036206896551725,52.50081750477747,123.50999999999996,0.2413793103448276,1.0,0.3103448275862069,29,8,4829,GBR,16,0.0344827586206896,0.1034482758620689,0.0,2,7,6,24.29655172413793,21.7551724137931,0.0,6
CH0006748,38,1,1,6,38.33815789473684,30.639169847555724,86.55149999999999,0.5789473684210527,1.0,0.3421052631578947,37,10,5411,GBR,3,0.0263157894736842,0.1578947368421052,0.0263157894736842,2,12,11,26.228947368421053,21.478947368421053,0.0,5
CH0006749,31,0,0,0,118.6032258064516,83.37878848512558,287.88,0.0,0.8064516129032258,0.3870967741935484,30,8,5732,GBR,4,0.0,0.0,0.0,1,8,8,25.996774193548386,21.37741935483871,0.0,3
CH0006750,33,0,0,0,100.03969696969696,95.33407419716364,285.1779999999998,0.3333333333333333,0.8787878787878788,0.4242424242424242,33,11,5411,GBR,7,0.0,0.0,0.0,1,11,11,24.87878787878788,20.85151515151515,0.0,8
CH0006751,22,1,0,2,29.030454545454543,42.31998655113577,57.7135,0.2272727272727272,0.7272727272727273,0.3636363636363636,22,9,5411,GBR,7,0.0454545454545454,0.0909090909090909,0.0,2,9,8,25.91818181818182,19.768181818181816,0.0,3
CH0006752,37,0,0,1,238.6521621621622,189.99740556905763,518.608,0.5945945945945946,0.5945945945945946,0.3243243243243243,37,10,5814,GBR,5,0.0,0.027027027027027,0.0,1,9,9,24.60810810810811,20.313513513513513,0.0,6
CH0006753,37,0,1,3,38.09054054054054,28.772283726023744,84.342,0.4054054054054054,0.918918918918919,0.4324324324324324,35,12,4722,GBR,2,0.0,0.081081081081081,0.027027027027027,1,12,12,24.74864864864865,21.548648648648648,0.0,6
CH0006754,28,0,0,0,36.256071428571424,24.09811616108669,76.7975,0.1071428571428571,0.9642857142857144,0.5357142857142857,28,10,5812,GBR,7,0.0,0.0,0.0,1,8,8,24.325,22.289285714285715,0.0,6
CH0006755,21,0,0,0,231.75333333333333,145.1715174313933,489.93,0.0952380952380952,0.7142857142857143,0.6190476190476191,21,5,5411,GBR,20,0.0,0.0,0.0,1,5,5,25.995238095238093,21.252380952380953,0.0,7
CH0006756,30,1,0,1,208.11366666666663,133.6647902850785,443.4809999999997,0.4,1.0,0.4,30,8,5812,GBR,4,0.0333333333333333,0.0333333333333333,0.0,2,8,7,25.46333333333333,21.716666666666665,0.0,7
CH0006757,24,1,1,2,71.12375,42.43412959978446,157.92749999999995,0.25,0.75,0.4166666666666667,24,9,5814,USA,1,0.0416666666666666,0.0833333333333333,0.0416666666666666,2,9,8,25.483333333333334,22.15833333333333,0.0,4
CH0006758,27,1,0,1,33.77148148148148,25.394804541890014,79.166,0.5185185185185185,1.0,0.5185185185185185,27,8,5411,GBR,0,0.037037037037037,0.037037037037037,0.0,2,10,9,25.988888888888887,21.31111111111111,0.0,7
CH0006759,29,0,0,1,41.76172413793103,37.22908943947745,78.32999999999997,0.3448275862068966,0.896551724137931,0.4482758620689655,29,10,5411,GBR,1,0.0,0.0344827586206896,0.0,1,9,9,24.117241379310343,22.75862068965517,0.0,9
CH0006760,31,0,0,1,66.8341935483871,73.08181856769363,199.525,0.2258064516129032,0.6129032258064516,0.3870967741935484,31,8,5814,GBR,0,0.0,0.032258064516129,0.0,1,6,6,23.596774193548388,20.206451612903226,0.0,8
CH0006761,36,1,0,2,236.6847222222222,273.73477872345296,684.05,0.3333333333333333,0.8888888888888888,0.3611111111111111,33,9,5411,USA,2,0.0277777777777777,0.0555555555555555,0.0,2,9,8,25.522222222222222,22.23888888888889,0.0,1
CH0006762,33,0,0,0,220.39363636363635,177.0512139858511,565.4619999999999,0.303030303030303,0.6363636363636364,0.4242424242424242,32,7,5814,GBR,1,0.0,0.0,0.0,1,7,7,24.763636363636365,21.069696969696967,0.0,7
CH0006763,32,0,0,1,94.65625,131.1545569842769,171.1085,0.0,0.9375,0.375,31,10,5411,USA,12,0.0,0.03125,0.0,1,10,10,25.4875,20.71875,0.0,5
CH0006764,32,0,1,2,212.1428125,201.8561656266959,507.3775,0.25,0.5625,0.375,32,8,5411,GBR,1,0.0,0.0625,0.03125,1,6,6,24.7125,20.98125,0.0,5
CH0006765,30,0,0,2,87.09733333333334,62.74545648798054,195.1535,0.2,0.7,0.4333333333333333,30,8,5411,USA,7,0.0,0.0666666666666666,0.0,1,8,8,23.273333333333333,21.136666666666667,0.0,7
CH0006766,32,0,1,1,44.9328125,27.88914209281789,114.1805,0.375,0.90625,0.46875,32,10,5732,USA,1,0.0,0.03125,0.03125,1,10,10,24.3625,21.015625,0.0,4
CH0006767,29,1,0,1,22.78482758620689,16.04332028796,38.30199999999999,0.1724137931034483,0.7586206896551724,0.2758620689655172,29,9,4722,GBR,9,0.0344827586206896,0.0344827586206896,0.0,2,8,8,25.29310344827586,20.63103448275862,0.0,3
CH0006768,30,1,0,2,140.95366666666666,142.94306987057118,283.3439999999999,0.4,0.6333333333333333,0.4333333333333333,30,9,5812,GBR,2,0.0333333333333333,0.0666666666666666,0.0,2,8,8,25.453333333333333,21.796666666666667,0.0,6
CH0006769,30,0,0,0,258.7726666666667,235.0473135633193,783.5474999999993,0.3333333333333333,0.9333333333333332,0.3333333333333333,30,8,5411,GBR,1,0.0,0.0,0.0,1,7,7,25.326666666666664,22.476666666666667,0.0,6
CH0006770,33,0,0,1,60.735454545454544,61.49857773207589,180.048,0.1515151515151515,0.696969696969697,0.4545454545454545,33,10,5411,GBR,3,0.0,0.0303030303030303,0.0,1,10,10,25.37272727272727,18.624242424242425,0.0,5
CH0006771,31,0,0,3,268.8803225806452,234.70504092703067,738.6899999999999,0.4193548387096774,0.7419354838709677,0.4516129032258064,31,9,5411,USA,5,0.0,0.0967741935483871,0.0,1,8,8,25.251612903225805,20.374193548387098,0.0,8
CH0006772,26,0,0,1,52.54730769230769,32.88923332127914,120.38,0.2307692307692307,0.9230769230769232,0.4615384615384615,26,9,5411,GBR,0,0.0,0.0384615384615384,0.0,1,8,8,26.26153846153846,19.507692307692306,0.0,7
CH0006773,36,0,0,0,103.73861111111113,90.48174705123928,284.1825,0.5555555555555556,0.7222222222222222,0.3888888888888889,36,9,5732,GBR,16,0.0,0.0,0.0,1,9,9,24.844444444444445,21.469444444444445,0.0,6
CH0006774,31,0,0,0,91.71870967741935,69.91780935460032,230.385,0.1612903225806451,0.9032258064516128,0.3870967741935484,31,9,5411,GBR,3,0.0,0.0,0.0,1,7,7,25.809677419354838,20.700000000000003,0.0,5
CH0006775,35,0,0,2,193.4262857142857,125.88362810164638,447.099,0.0,0.7142857142857143,0.3428571428571428,34,11,5411,GBR,3,0.0,0.0571428571428571,0.0,1,8,8,23.745714285714286,21.42,0.0,3
